Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,customer_answered_call,customer_response_time,customer_availability,visitor_pass_status,society_security_level,gate_wait_time,driver_status,previous_failed_deliveries,address_confidence,preferred_delivery_slot,estimated_arrival_delay,driver_experience,pickup_delay_minutes,hour_of_day,day_of_week,is_weekend,arrival_within_preferred_slot,customer_reachability_score,society_accessibility_score,driver_reliability_score
26,4.6,3,3,0,0,100,1,19,1,1,2,8,1,2,77,0,8,11,10.0,18,2,True,0,96.83333333333333,24,100
32,4.1,2,3,0,0,190,0,348,0,1,0,17,1,3,68,2,13,7,15.0,17,1,False,0,10.0,36,99
23,4.7,5,1,0,0,115,1,70,3,2,0,33,2,0,55,1,0,11,10.0,20,0,False,1,88.33333333333333,4,82
33,5.0,1,2,0,0,145,1,14,0,0,0,4,1,0,73,0,13,11,-1425.0,23,4,False,0,97.66666666666667,62,100
37,4.7,4,1,0,0,80,1,23,0,1,0,18,1,0,77,0,7,12,5.0,19,1,False,0,96.16666666666667,34,100
33,4.9,0,2,0,0,90,1,9,2,0,1,1,1,2,85,0,5,3,10.0,8,2,True,0,98.5,98,96
32,4.6,1,2,0,3,85,1,52,0,0,2,1,1,1,55,0,2,3,10.0,23,4,False,0,91.33333333333333,38,100
22,4.1,3,1,0,3,180,1,94,1,1,0,16,1,0,100,2,1,11,15.0,19,2,True,0,84.33333333333333,38,100
21,5.0,1,3,0,3,135,0,441,1,0,2,4,0,0,97,0,1,14,10.0,17,5,False,0,10.0,32,48
22,4.9,2,3,2,0,145,1,115,3,0,0,2,2,1,61,1,2,12,5.0,17,1,False,1,80.83333333333333,66,79
20,4.6,2,3,1,3,120,0,398,1,0,0,4,1,1,72,0,9,5,15.0,17,5,False,0,10.0,62,100
27,2.7,4,2,1,0,155,0,375,2,0,2,4,0,1,68,1,11,2,10.0,23,6,False,1,10.0,32,19
30,3.6,3,1,2,0,215,1,13,3,0,2,1,1,0,90,0,5,9,15.0,21,4,False,0,97.83333333333333,38,100
37,5.0,3,2,1,0,130,1,39,1,0,0,1,1,2,83,2,8,8,15.0,9,4,False,1,93.5,68,100
38,4.6,2,3,0,0,140,0,567,0,2,1,25,1,2,97,2,4,3,10.0,15,3,True,0,10.0,50,96
30,5.0,5,2,1,0,135,1,26,1,0,0,3,1,0,67,0,11,7,5.0,8,1,False,0,95.66666666666667,64,100
21,4.6,1,2,1,0,55,0,441,1,0,0,2,1,0,85,2,6,3,15.0,10,1,False,1,10.0,66,100
35,4.0,0,1,1,0,190,1,106,1,0,2,2,1,2,63,1,0,10,5.0,20,6,False,1,82.33333333333333,36,100
39,4.3,0,2,0,0,185,1,85,3,1,2,16,1,0,78,1,11,2,15.0,22,6,False,1,85.83333333333333,8,100
22,4.6,4,3,0,3,50,1,107,0,0,0,2,1,0,89,0,11,11,5.0,17,0,False,0,82.16666666666667,66,100
36,4.9,2,1,1,0,135,1,66,0,0,0,4,1,1,61,1,3,2,5.0,19,4,False,1,89.0,62,99
32,4.7,1,1,0,0,150,1,5,0,0,2,1,1,1,87,2,2,3,5.0,20,1,False,0,99.16666666666667,38,100
23,4.9,4,2,0,3,145,1,61,0,0,2,2,1,0,68,0,2,6,10.0,23,3,True,0,89.83333333333333,36,100
39,4.4,0,2,1,0,165,0,454,1,0,0,2,0,2,68,2,4,15,10.0,22,0,False,0,10.0,66,40
25,3.5,4,0,0,0,240,0,424,0,0,2,1,1,1,86,2,13,2,5.0,12,6,False,0,10.0,38,99
27,4.8,1,3,0,0,145,1,64,0,1,2,11,1,3,82,0,11,1,15.0,18,0,False,0,89.33333333333333,18,87
37,4.8,2,3,1,0,130,1,113,2,1,0,14,1,1,84,2,3,2,15.0,18,1,False,0,81.16666666666667,42,99
31,3.8,5,1,2,3,205,1,33,1,0,0,3,2,0,95,0,14,6,10.0,20,6,False,0,94.5,64,72
37,4.3,3,1,1,0,200,1,114,1,0,2,3,1,0,57,2,13,9,10.0,21,0,False,0,81.0,34,100
37,4.6,1,2,1,0,95,1,18,2,0,2,3,1,1,82,0,14,6,15.0,10,3,True,0,97.0,34,100
23,4.8,4,2,1,0,110,1,107,0,0,0,3,1,1,80,1,8,6,15.0,9,2,True,0,82.16666666666667,64,100
38,4.8,5,2,2,3,120,0,213,0,0,0,1,1,0,82,2,14,15,5.0,8,6,False,1,10.0,68,100
28,4.7,1,1,0,0,195,1,44,3,1,2,8,1,0,81,1,12,13,5.0,20,0,False,1,92.66666666666667,24,100
37,4.7,1,2,0,0,130,1,6,0,1,1,17,2,1,94,0,13,10,10.0,23,1,False,0,99.0,66,75
30,4.8,3,0,0,0,235,1,10,1,0,0,3,1,1,71,0,7,2,10.0,14,5,False,1,98.33333333333333,64,99
34,4.7,5,1,0,0,225,1,113,0,0,0,1,0,0,78,1,14,9,5.0,21,3,True,1,81.16666666666667,68,38
30,4.3,1,3,1,3,210,1,107,1,0,0,1,1,0,94,1,2,4,15.0,17,0,False,1,82.16666666666667,68,100
24,4.8,0,2,2,0,80,1,102,1,0,2,2,1,3,88,0,5,15,10.0,23,3,True,0,83.0,36,100
31,4.7,5,2,0,0,125,1,43,2,1,2,9,1,0,93,2,1,6,10.0,23,6,False,0,92.83333333333333,22,100
21,4.5,4,3,0,0,80,1,49,0,1,2,9,1,1,61,1,11,9,15.0,16,1,False,0,91.83333333333333,22,100
33,4.1,2,3,0,0,205,1,36,3,1,2,15,1,3,94,2,2,14,5.0,18,1,False,0,94.0,10,100
35,4.9,1,3,0,1,75,1,93,1,1,1,19,1,2,77,0,1,15,15.0,15,5,False,1,84.5,62,100
26,4.5,2,2,0,0,50,1,5,0,0,2,1,1,1,96,0,2,10,5.0,23,4,False,0,99.16666666666667,38,100
25,4.5,5,2,1,0,85,1,11,1,0,0,4,2,0,82,1,0,12,15.0,22,3,True,1,98.16666666666667,62,84
31,4.9,3,2,1,0,115,1,43,0,1,0,19,1,0,81,1,0,2,15.0,23,6,False,1,92.83333333333333,32,100
20,4.9,0,3,1,3,55,1,41,1,1,2,13,0,1,70,0,9,6,5.0,16,3,True,1,93.16666666666667,14,27
32,5.0,0,3,1,0,165,0,416,0,0,0,1,1,1,88,2,3,4,10.0,19,6,False,0,10.0,68,100
21,4.8,2,3,0,0,135,1,46,1,0,0,2,1,1,70,0,6,6,10.0,17,6,False,0,92.33333333333333,66,100
32,4.5,5,1,1,0,165,1,13,0,0,2,3,1,2,76,2,4,2,10.0,21,0,False,0,97.83333333333333,34,94
21,4.6,4,0,1,0,75,1,37,1,1,2,9,1,0,81,1,6,9,15.0,12,5,False,0,93.83333333333333,22,100
28,4.8,4,2,2,0,115,1,77,2,0,0,3,2,1,56,1,11,12,15.0,10,1,False,0,87.16666666666667,64,79
31,4.1,5,1,0,0,210,1,34,0,0,0,4,1,0,95,1,11,10,5.0,21,0,False,1,94.33333333333333,62,100
22,4.6,0,2,0,0,120,0,533,0,1,2,17,1,0,70,2,8,11,-1435.0,23,1,False,0,10.0,6,100
28,4.9,5,0,0,3,100,1,11,0,0,2,2,1,0,95,1,10,4,5.0,14,2,True,0,98.16666666666667,36,100
39,4.7,3,1,0,3,125,1,34,3,0,0,3,1,0,58,2,7,1,10.0,20,0,False,0,94.33333333333333,64,100
35,4.6,3,0,0,0,170,0,319,1,0,2,1,1,4,68,0,8,12,15.0,11,5,False,0,10.0,38,100
22,4.5,1,1,0,0,200,1,52,0,2,1,27,1,1,63,0,9,14,10.0,22,1,False,0,91.33333333333333,46,100
38,4.1,2,1,1,0,210,1,57,1,0,0,4,1,0,86,2,12,15,15.0,21,5,False,0,90.5,62,100
26,4.6,3,3,0,0,130,1,118,0,0,0,1,1,1,66,0,13,4,10.0,15,6,False,1,80.33333333333333,68,100
30,4.6,1,2,1,0,90,1,46,2,0,2,3,1,1,90,2,11,1,15.0,10,3,True,1,92.33333333333333,34,97
24,4.6,2,3,0,3,125,0,550,1,0,1,4,1,0,91,0,6,15,10.0,18,5,False,0,10.0,92,100
20,4.6,1,2,0,1,80,0,572,0,1,0,12,1,0,85,1,10,2,5.0,10,3,True,0,10.0,46,100
21,5.0,0,0,0,1,125,1,16,3,0,2,3,1,2,87,2,1,10,10.0,14,3,True,0,97.33333333333333,34,100
38,4.4,5,1,0,3,160,1,98,2,0,0,1,1,0,91,1,4,2,15.0,20,0,False,1,83.66666666666667,68,100
30,4.5,5,3,2,3,150,1,15,0,1,1,11,1,0,90,2,14,6,10.0,18,5,False,0,97.5,78,100
26,4.9,1,3,0,0,185,1,87,1,0,2,2,1,1,73,1,9,7,10.0,18,4,False,1,85.5,36,100
33,4.7,1,2,0,3,18,0,186,0,0,2,3,1,0,88,0,10,14,5.0,22,1,False,0,10.0,34,100
20,4.7,0,2,1,0,60,1,101,1,0,0,1,1,0,81,0,10,6,15.0,10,6,False,0,83.16666666666667,68,100
36,4.7,2,2,0,3,140,1,14,2,0,0,2,2,1,60,1,5,15,5.0,22,5,False,1,97.66666666666667,66,85
24,4.9,5,1,0,0,85,1,92,1,0,0,2,1,4,63,1,1,14,10.0,19,2,True,1,84.66666666666667,66,100
29,4.9,0,3,1,3,150,1,16,0,0,2,1,1,0,64,0,0,8,15.0,18,3,True,0,97.33333333333333,38,100
33,5.0,0,3,0,0,240,1,24,3,0,0,4,1,3,60,0,8,8,15.0,17,1,False,0,96.0,62,100
38,4.8,5,2,2,0,135,1,52,2,0,2,1,1,2,91,1,11,2,10.0,10,1,False,0,91.33333333333333,38,94
20,5.0,4,3,0,3,75,1,107,1,1,2,9,1,1,71,2,1,2,15.0,17,5,False,0,82.16666666666667,22,99
35,4.0,5,1,1,0,170,1,95,0,1,2,19,1,3,95,2,9,12,15.0,19,6,False,0,84.16666666666667,2,100
29,4.7,1,2,0,0,95,1,78,1,0,2,3,1,1,69,0,9,3,15.0,8,5,False,0,87.0,34,100
28,4.7,3,3,0,0,20,1,64,0,0,2,1,1,0,88,0,5,10,10.0,15,1,False,1,89.33333333333333,38,100
24,4.8,5,1,0,3,145,0,386,0,0,1,4,1,0,70,1,14,7,5.0,20,5,False,1,10.0,92,100
25,4.6,1,1,1,0,38,1,75,0,1,0,15,1,2,66,0,0,8,10.0,21,3,True,0,87.5,40,100
32,4.7,0,2,1,3,90,1,42,0,0,0,2,1,2,57,0,8,13,15.0,10,2,True,0,93.0,66,100
22,4.8,3,3,0,3,115,1,103,2,0,2,2,1,1,85,2,7,6,5.0,17,1,False,0,82.83333333333333,36,100
31,4.2,5,2,0,0,165,1,53,2,0,1,2,1,1,93,1,11,13,5.0,9,5,False,0,91.16666666666667,96,100
25,4.8,1,2,1,0,95,1,17,1,0,0,1,1,1,65,2,10,7,10.0,9,3,True,1,97.16666666666667,68,100
36,4.8,3,2,0,0,105,1,81,3,1,2,13,1,0,94,0,8,2,10.0,22,5,False,0,86.5,14,100
36,4.4,3,1,0,0,270,1,108,0,0,1,3,1,1,96,2,8,12,5.0,21,2,True,0,82.0,94,100
32,4.7,0,1,0,0,135,1,52,0,0,2,4,1,3,73,1,6,12,5.0,20,5,False,1,91.33333333333333,32,100
38,4.6,1,0,1,0,27,0,378,0,1,1,12,1,0,79,2,8,6,15.0,12,3,True,0,10.0,76,100
37,4.5,2,1,1,3,130,1,94,3,0,0,2,1,1,91,0,0,12,10.0,19,2,True,0,84.33333333333333,66,100
20,4.5,4,0,0,0,255,1,35,0,0,0,3,1,0,59,1,0,5,15.0,13,6,False,0,94.16666666666667,64,100
20,4.9,2,1,0,0,95,0,544,3,2,0,20,1,2,90,0,11,2,15.0,19,0,False,0,10.0,30,94
21,4.6,5,0,0,3,115,1,116,1,1,0,19,1,1,62,0,12,9,5.0,11,0,False,0,80.66666666666667,32,100
28,4.8,0,0,0,0,140,1,108,3,1,0,14,1,1,87,0,11,10,10.0,12,5,False,1,82.0,42,100
34,5.0,2,3,1,0,105,1,53,1,1,0,9,1,0,74,0,0,3,5.0,18,4,False,0,91.16666666666667,52,100
27,4.4,3,2,0,0,105,0,412,1,0,2,3,1,0,75,0,1,8,15.0,23,5,False,0,10.0,34,100
21,4.1,2,2,0,0,135,1,30,0,0,1,2,1,1,62,2,3,1,15.0,22,1,False,0,95.0,96,97
23,4.7,3,2,0,3,80,1,7,3,0,2,2,1,0,73,0,1,2,10.0,23,3,True,0,98.83333333333333,36,100
21,4.7,2,1,1,0,120,1,79,1,0,0,4,1,0,74,2,6,12,10.0,19,3,True,0,86.83333333333333,62,100
31,4.8,2,0,1,0,145,1,92,2,0,2,1,1,1,67,1,11,4,15.0,11,4,False,0,84.66666666666667,38,100
36,4.7,0,1,0,0,130,1,24,0,0,1,4,1,2,68,1,9,6,15.0,20,4,False,1,96.0,92,100
22,4.6,5,1,1,3,110,0,461,0,1,0,14,1,1,91,1,5,15,15.0,21,6,False,1,10.0,42,100
30,4.2,5,1,0,0,220,0,524,0,0,0,1,1,1,89,2,4,15,15.0,20,2,True,0,10.0,68,100
38,4.4,5,3,1,3,190,0,270,0,0,1,2,1,3,97,0,2,13,5.0,18,1,False,0,10.0,96,100
25,4.9,1,2,0,0,50,0,339,0,1,1,13,1,1,97,0,8,8,10.0,10,4,False,0,10.0,74,100
25,4.8,5,2,1,0,75,1,45,3,0,2,3,1,0,62,2,10,6,10.0,8,1,False,1,92.5,34,100
30,4.7,2,2,0,0,100,1,109,0,0,2,4,1,0,98,1,13,13,10.0,22,0,False,1,81.83333333333333,32,100
21,4.9,0,1,1,0,105,1,6,0,1,2,14,1,2,93,2,0,12,5.0,19,4,False,0,99.0,12,100
37,5.0,3,0,0,0,215,1,45,1,0,2,4,1,0,55,0,4,12,5.0,11,2,True,0,92.5,32,100
34,3.4,4,2,0,0,155,1,54,2,0,1,3,1,1,68,1,3,13,10.0,23,3,True,1,91.0,94,100
20,4.5,2,2,0,0,105,1,116,1,0,1,1,1,2,64,2,1,2,5.0,8,4,False,1,80.66666666666667,98,94
32,4.2,3,2,0,0,100,1,41,2,1,2,13,1,2,76,1,9,15,5.0,9,5,False,0,93.16666666666667,14,100
33,5.0,4,2,0,0,65,1,102,2,0,1,3,1,1,63,2,5,10,15.0,9,3,True,1,83.0,94,100
27,4.7,2,3,0,0,115,1,8,0,0,1,3,1,1,97,0,0,9,10.0,18,5,False,0,98.66666666666667,94,100
21,2.8,4,2,2,0,175,1,91,0,1,0,18,1,0,80,1,7,7,10.0,22,6,False,1,84.83333333333333,34,100
38,4.4,2,0,1,0,165,1,9,0,0,1,2,1,0,68,0,11,15,10.0,13,2,True,1,98.5,96,100
33,4.8,0,2,0,0,80,1,17,1,2,0,22,1,1,100,0,7,12,10.0,10,0,False,0,97.16666666666667,26,100
30,4.7,2,0,0,0,150,1,101,0,0,0,1,2,2,99,2,12,8,15.0,13,2,True,0,83.16666666666667,68,66
21,4.5,1,2,0,0,90,1,17,0,0,0,4,1,0,87,0,8,9,-1425.0,23,4,False,0,97.16666666666667,62,100
34,4.7,5,2,0,0,135,1,44,0,1,2,18,1,0,69,0,8,14,5.0,23,0,False,0,92.66666666666667,4,100
38,4.8,3,1,0,0,195,1,55,0,1,1,15,1,3,100,2,9,10,15.0,21,6,False,0,90.83333333333333,70,100
20,4.7,3,1,0,3,30,0,578,1,1,0,15,1,1,70,2,9,2,15.0,19,0,False,0,10.0,40,99
32,4.5,5,1,0,0,130,1,73,2,1,2,8,3,2,61,0,4,4,5.0,21,4,False,0,87.83333333333333,24,8
23,2.6,4,2,1,0,215,0,336,0,2,0,17,1,1,70,1,13,12,15.0,23,2,True,1,10.0,36,100
33,4.2,1,1,0,0,225,1,70,1,0,0,1,1,2,65,1,5,14,5.0,21,0,False,1,88.33333333333333,68,100
34,4.6,0,1,0,0,250,0,335,2,0,0,1,1,2,89,1,8,13,5.0,20,0,False,1,10.0,68,100
26,4.7,5,1,0,0,125,1,63,2,0,0,2,1,2,59,2,7,7,10.0,19,6,False,0,89.5,66,100
27,4.2,3,1,0,0,165,0,463,0,0,1,2,1,1,98,0,7,4,5.0,20,6,False,0,10.0,96,100
30,4.8,0,3,0,0,165,1,78,0,0,0,4,1,0,65,0,4,12,5.0,18,6,False,0,87.0,62,100
21,4.6,5,1,0,3,130,0,563,0,0,1,1,1,0,85,2,9,6,15.0,19,0,False,0,10.0,98,100
24,4.7,2,2,0,3,85,1,90,2,0,0,3,1,2,63,2,9,15,5.0,22,3,True,0,85.0,64,100
27,4.6,4,3,0,0,22,1,117,0,1,0,18,1,0,59,2,3,10,5.0,15,3,True,0,80.5,34,100
38,4.5,3,3,0,3,190,1,41,1,0,1,2,0,0,94,1,13,9,15.0,17,6,False,1,93.16666666666667,96,38
36,4.0,0,3,0,0,170,1,64,1,1,0,8,1,1,63,1,4,9,5.0,17,2,True,1,89.33333333333333,54,100
22,4.5,4,3,0,3,105,1,70,0,0,2,1,1,0,62,0,0,10,15.0,15,0,False,1,88.33333333333333,38,100
31,4.7,3,2,0,1,110,1,29,0,0,0,1,1,2,65,0,11,5,-1425.0,23,1,False,0,95.16666666666667,68,100
25,4.6,1,0,0,0,105,1,42,1,0,1,4,1,4,57,2,9,4,5.0,11,2,True,1,93.0,92,88
25,4.6,1,2,1,3,90,1,78,0,0,0,4,1,0,75,1,1,5,15.0,8,4,False,0,87.0,62,100
20,4.7,5,1,1,1,135,1,27,0,0,0,1,1,1,98,2,1,9,10.0,21,6,False,0,95.5,68,100
20,4.8,1,1,1,0,150,1,117,0,0,1,2,1,1,88,2,6,2,5.0,21,2,True,0,80.5,96,99
31,4.4,1,2,0,0,175,1,73,2,0,1,2,1,2,86,2,13,3,15.0,22,0,False,0,87.83333333333333,96,96
20,4.6,0,2,1,3,65,1,115,2,2,1,15,1,0,61,2,8,1,5.0,8,5,False,1,80.83333333333333,70,100
27,4.7,0,2,0,0,75,1,9,3,1,1,14,1,1,64,1,4,9,15.0,8,2,True,0,98.5,72,100
21,4.9,0,1,0,0,130,1,110,1,2,1,34,1,2,78,0,9,13,5.0,19,2,True,0,81.66666666666667,32,100
39,4.3,1,0,1,0,185,0,227,2,0,2,3,1,2,70,2,2,3,5.0,14,4,False,0,10.0,34,96
22,4.6,0,3,1,3,65,1,114,0,0,2,2,1,1,84,0,12,2,10.0,15,0,False,1,81.0,36,99
33,4.6,4,1,1,0,100,1,54,0,0,1,4,1,0,59,0,9,5,15.0,20,2,True,0,91.0,92,100
21,4.7,5,1,0,0,175,0,244,0,1,1,10,1,1,92,1,6,3,10.0,20,1,False,1,10.0,80,100
32,4.9,0,0,1,0,150,0,386,0,1,0,11,1,2,81,2,5,1,15.0,12,5,False,0,10.0,48,92
39,4.8,4,0,0,0,75,1,30,0,1,2,13,1,2,88,2,10,7,10.0,13,2,True,0,95.0,14,100
30,4.7,5,3,2,0,100,1,106,0,0,1,3,1,1,64,1,6,12,15.0,17,2,True,1,82.33333333333333,94,100
39,4.6,2,3,0,0,150,0,518,2,0,1,4,1,2,97,2,14,10,10.0,17,6,False,0,10.0,92,100
25,4.3,1,3,1,0,180,1,52,0,1,2,14,1,0,67,1,7,6,15.0,17,5,False,1,91.33333333333333,12,100
27,4.6,2,3,1,0,125,1,35,1,0,1,3,1,1,85,2,11,13,15.0,16,5,False,0,94.16666666666667,94,100
38,4.2,4,1,1,3,165,1,54,3,0,0,4,1,0,67,0,8,7,10.0,19,3,True,0,91.0,62,100
33,4.7,3,1,0,0,265,1,65,3,0,1,4,1,2,62,1,1,11,10.0,21,6,False,1,89.16666666666667,92,100
34,4.4,2,3,0,0,170,1,111,0,1,2,11,1,1,99,2,12,7,10.0,16,0,False,0,81.5,18,100
32,4.8,3,1,1,0,135,0,391,0,1,2,15,2,3,69,1,2,12,15.0,20,2,True,1,10.0,10,69
32,4.3,2,3,2,0,185,1,37,0,0,1,3,1,0,89,1,14,15,10.0,18,1,False,1,93.83333333333333,94,100
25,4.6,4,2,0,0,135,1,42,0,0,0,2,1,1,58,0,11,9,10.0,22,6,False,0,93.0,66,100
33,4.8,3,3,1,0,135,1,22,3,0,1,2,1,1,87,0,7,10,5.0,17,4,False,0,96.33333333333333,96,100
21,4.6,1,1,2,3,105,1,87,0,0,1,1,1,0,91,1,5,1,10.0,21,1,False,1,85.5,98,100
20,4.2,3,2,0,0,80,1,25,1,0,2,3,2,2,56,2,8,1,5.0,23,5,False,0,95.83333333333333,34,52
21,4.8,5,2,1,3,60,1,77,2,0,1,1,1,2,65,2,1,1,5.0,22,1,False,0,87.16666666666667,98,92
28,5.0,2,1,1,0,105,1,8,3,1,0,12,1,2,94,0,1,1,15.0,19,0,False,0,98.66666666666667,46,92
25,4.5,2,3,2,0,110,1,56,2,1,0,12,1,1,77,0,11,13,5.0,18,4,False,0,90.66666666666667,46,100
24,4.6,5,0,0,0,125,1,69,1,1,0,17,1,1,61,0,3,6,15.0,14,4,False,1,88.5,36,100
28,4.9,1,2,1,0,125,0,219,2,0,0,2,1,1,73,0,13,2,10.0,22,3,True,0,10.0,66,99
32,4.6,0,2,1,0,150,0,462,3,0,0,1,1,0,67,2,6,8,10.0,22,2,True,0,10.0,68,100
36,4.7,1,1,0,0,160,1,82,0,0,2,4,1,2,80,2,3,4,10.0,20,3,True,0,86.33333333333333,32,98
20,4.6,5,2,1,0,90,1,47,0,0,0,2,1,0,91,2,13,9,5.0,8,4,False,1,92.16666666666667,66,100
20,4.7,0,2,0,3,80,0,484,0,1,2,11,1,2,77,2,9,11,15.0,23,0,False,0,10.0,18,100
35,4.3,0,2,0,0,195,0,217,3,0,1,3,1,0,70,2,12,14,15.0,0,3,True,1,10.0,94,100
38,4.8,4,2,0,3,115,0,466,2,0,0,3,2,0,81,0,11,15,15.0,23,1,False,0,10.0,64,90
30,5.0,0,2,0,3,140,1,41,0,0,0,3,1,1,94,2,7,9,15.0,22,2,True,0,93.16666666666667,64,100
28,4.5,5,3,1,3,145,1,42,1,0,2,3,1,0,63,0,14,14,15.0,17,2,True,0,93.0,34,100
39,4.7,1,2,0,0,115,1,97,0,0,2,4,1,0,78,0,13,15,10.0,22,3,True,0,83.83333333333333,32,100
31,4.6,5,3,0,3,130,1,95,0,0,0,1,1,0,79,2,1,2,5.0,16,1,False,0,84.16666666666667,68,100
32,4.1,2,0,0,3,160,0,305,2,0,2,2,1,1,69,2,8,12,5.0,14,5,False,0,10.0,36,100
32,3.5,2,3,0,0,185,1,11,1,1,0,18,1,2,89,1,8,7,5.0,18,5,False,1,98.16666666666667,34,100
25,5.0,4,2,2,3,110,1,10,0,0,0,2,1,0,100,1,8,2,5.0,9,4,False,0,98.33333333333333,66,100
37,4.6,1,3,0,3,130,0,444,0,0,1,1,1,3,55,1,4,14,15.0,17,1,False,1,10.0,98,100
30,4.6,2,2,0,3,25,1,72,3,0,2,1,1,2,68,2,11,14,15.0,9,4,False,1,88.0,38,100
32,4.6,0,2,1,1,80,1,28,2,0,0,4,1,1,59,0,14,10,10.0,22,0,False,0,95.33333333333333,62,100
30,4.7,0,2,0,0,185,1,80,0,1,0,11,1,1,94,1,9,4,5.0,22,0,False,1,86.66666666666667,48,100
28,4.6,0,1,0,0,195,0,573,2,0,0,4,1,0,94,1,14,14,10.0,21,0,False,1,10.0,62,100
28,4.1,2,1,0,3,170,1,63,0,0,0,1,1,0,99,1,0,14,10.0,19,6,False,1,89.5,68,100
37,4.9,0,1,1,0,27,1,18,0,0,2,4,1,1,96,1,12,15,10.0,21,5,False,1,97.0,32,100
31,4.8,4,3,0,1,25,1,116,2,0,0,3,1,1,56,0,4,8,5.0,15,0,False,1,80.66666666666667,64,100
35,4.6,0,3,0,0,145,1,48,3,0,0,1,1,1,84,2,12,12,5.0,16,2,True,0,92.0,68,100
29,4.8,1,3,1,0,155,1,94,0,0,1,1,1,1,59,2,1,13,5.0,17,4,False,0,84.33333333333333,98,100
38,4.8,3,3,0,0,170,0,579,0,0,1,3,1,0,84,1,12,4,5.0,16,0,False,0,10.0,94,100
20,4.8,5,3,0,0,90,1,111,3,0,0,3,1,0,86,2,0,1,15.0,17,1,False,0,81.5,64,100
30,4.7,5,3,0,0,145,0,541,0,0,0,3,1,1,57,2,9,12,10.0,17,1,False,0,10.0,64,100
34,4.1,0,1,0,0,205,1,6,0,0,0,2,1,1,67,0,9,15,5.0,19,0,False,0,99.0,66,100
36,4.6,0,3,1,0,180,1,67,1,1,1,13,1,1,99,2,4,1,15.0,18,6,False,0,88.83333333333333,74,97
34,4.6,5,1,0,0,215,1,22,0,0,2,1,2,2,55,1,0,1,15.0,19,2,True,1,96.33333333333333,38,52
30,4.2,2,0,0,0,245,1,99,1,0,0,2,2,4,93,2,3,9,10.0,12,2,True,0,83.5,66,58
29,4.7,3,2,1,0,75,0,548,1,0,2,1,2,1,88,2,9,15,-1425.0,23,4,False,0,10.0,38,85
33,4.9,5,0,0,3,150,1,5,0,0,2,3,1,1,84,1,4,5,5.0,11,3,True,0,99.16666666666667,34,100
33,4.1,3,3,0,0,170,1,30,2,1,0,18,1,0,78,2,6,4,15.0,17,4,False,0,95.0,34,100
20,4.5,2,1,2,0,135,1,6,0,0,2,2,1,0,70,2,11,2,10.0,21,0,False,0,99.0,36,100
28,4.9,5,1,0,0,90,1,83,2,0,0,3,1,0,60,0,8,12,10.0,21,1,False,0,86.16666666666667,64,100
28,4.1,4,1,0,0,200,1,85,2,0,1,4,1,0,61,0,12,4,15.0,19,2,True,0,85.83333333333333,92,100
31,4.5,5,1,0,0,165,0,187,0,0,0,2,1,1,56,1,7,6,10.0,19,6,False,1,10.0,66,100
31,4.9,0,1,0,2,270,0,351,2,0,2,4,1,1,62,0,14,5,15.0,20,3,True,0,10.0,32,100
29,4.5,0,1,1,3,150,1,55,2,0,2,1,1,2,100,1,6,3,5.0,20,0,False,1,90.83333333333333,38,96
33,4.0,5,2,0,0,170,1,60,1,0,0,3,1,1,99,2,2,9,5.0,22,2,True,0,90.0,64,100
35,4.6,0,2,0,0,215,0,202,0,0,1,1,1,1,59,1,3,12,15.0,22,0,False,1,10.0,98,100
32,4.0,3,3,0,0,235,0,218,0,0,2,1,1,1,93,1,1,10,10.0,18,5,False,1,10.0,38,100
35,4.5,5,2,0,0,110,0,509,0,2,0,32,1,1,96,1,1,3,5.0,22,0,False,1,10.0,6,100
36,4.3,0,1,2,0,200,1,22,0,1,1,19,1,2,69,2,1,10,10.0,21,4,False,0,96.33333333333333,62,100
30,5.0,2,2,1,0,115,1,39,0,0,2,4,1,0,68,0,7,9,15.0,23,0,False,0,93.5,32,100
23,4.6,1,1,0,0,230,1,73,0,1,2,11,1,1,90,2,1,9,15.0,20,1,False,0,87.83333333333333,18,100
26,4.9,2,3,1,0,105,1,17,0,0,2,4,2,1,72,1,12,15,15.0,17,1,False,1,97.16666666666667,32,85
31,4.4,2,1,0,0,220,1,44,0,0,1,4,0,0,75,0,1,4,5.0,20,2,True,0,92.66666666666667,92,28
20,4.5,1,0,0,0,120,1,83,3,0,0,2,1,1,60,1,7,10,10.0,15,5,False,0,86.16666666666667,66,100
39,5.0,2,2,1,0,110,1,32,2,1,0,15,1,2,75,2,7,11,5.0,10,0,False,1,94.66666666666667,40,100
29,4.4,5,2,0,3,125,1,45,0,0,0,4,1,1,66,1,4,10,5.0,10,5,False,0,92.5,62,100
35,3.5,3,3,0,0,190,0,253,0,0,0,2,1,0,88,1,13,14,10.0,17,6,False,1,10.0,66,100
23,4.6,0,1,1,1,165,1,105,3,0,0,1,1,1,79,1,11,1,15.0,19,4,False,1,82.5,68,97
20,4.8,5,2,0,3,65,0,343,1,0,2,1,1,2,77,1,9,5,10.0,23,6,False,1,10.0,38,100
28,4.6,3,1,1,0,110,0,349,0,0,1,1,1,0,72,0,6,2,15.0,19,5,False,0,10.0,98,100
39,4.6,3,2,1,0,125,1,94,1,0,1,1,1,2,92,1,4,1,5.0,22,0,False,1,84.33333333333333,98,92
