Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,customer_answered_call,customer_response_time,customer_availability,visitor_pass_status,society_security_level,gate_wait_time,driver_status,previous_failed_deliveries,address_confidence,preferred_delivery_slot,estimated_arrival_delay,driver_experience,delivery_failure
33,4.7,2022-03-29,17:20:00,17:25:00,Sandstorms,Medium ,scooter ,Urban ,120,,,,,,,,,,,,,
37,5.0,2022-03-08,00:00:00,00:15:00,Sunny,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
35,4.6,2022-02-17,10:55:00,11:00:00,Windy,Low ,motorcycle ,Urban ,115,,,,,,,,,,,,,
24,3.1,2022-03-29,23:40:00,23:55:00,Sunny,Low ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
34,4.7,2022-02-14,17:55:00,18:05:00,Cloudy,Medium ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
37,4.8,2022-02-14,19:10:00,19:20:00,Windy,Jam ,scooter ,Metropolitian ,150,,,,,,,,,,,,,
30,4.9,2022-02-17,11:35:00,11:45:00,Fog,High ,scooter ,Urban ,135,,,,,,,,,,,,,
36,4.1,2022-03-13,20:00:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,34,,,,,,,,,,,,,
28,4.6,2022-02-16,22:45:00,22:55:00,Windy,Low ,scooter ,Metropolitian ,60,,,,,,,,,,,,,
27,4.7,2022-03-19,21:30:00,21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
25,4.2,2022-03-29,19:25:00,19:35:00,Cloudy,Jam ,van,Urban ,170,,,,,,,,,,,,,
26,5.0,2022-03-26,21:40:00,21:50:00,Sunny,Jam ,van,Urban ,75,,,,,,,,,,,,,
30,4.8,2022-04-05,09:45:00,10:00:00,Cloudy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
33,5.0,2022-03-15,15:25:00,15:40:00,Windy,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
33,4.3,2022-03-29,17:55:00,18:05:00,Fog,Medium ,scooter ,Metropolitian ,175,,,,,,,,,,,,,
29,4.9,2022-04-01,19:25:00,19:30:00,Sandstorms,Jam ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
21,4.7,2022-03-15,21:40:00,21:50:00,Stormy,Jam ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
27,4.5,2022-03-10,21:25:00,21:40:00,Fog,Jam ,motorcycle ,Metropolitian ,210,,,,,,,,,,,,,
25,4.7,2022-03-19,17:15:00,17:20:00,Stormy,Medium ,motorcycle ,Urban ,110,,,,,,,,,,,,,
30,3.6,2022-03-12,18:00:00,18:15:00,Windy,Medium ,scooter ,Metropolitian ,175,,,,,,,,,,,,,
37,4.8,2022-03-25,23:10:00,23:20:00,Sunny,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
36,4.9,2022-03-24,12:35:00,12:40:00,Sandstorms,High ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
25,4.3,2022-02-16,21:50:00,22:05:00,Fog,Jam ,scooter ,Metropolitian ,165,,,,,,,,,,,,,
36,4.7,2022-03-02,22:15:00,22:25:00,Windy,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
38,4.4,2022-04-06,20:15:00,20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,245,,,,,,,,,,,,,
21,4.8,2022-03-03,20:50:00,21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
30,4.7,2022-03-29,18:40:00,18:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,235,,,,,,,,,,,,,
39,5.0,2022-03-23,20:30:00,20:35:00,Stormy,Jam ,motorcycle ,Metropolitian ,270,,,,,,,,,,,,,
23,4.5,2022-03-28,19:35:00,19:50:00,Cloudy,Jam ,motorcycle ,Urban ,145,,,,,,,,,,,,,
24,4.4,2022-03-19,23:00:00,23:10:00,Sandstorms,Low ,motorcycle ,Metropolitian ,75,,,,,,,,,,,,,
20,4.7,2022-03-06,23:20:00,23:35:00,Fog,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
28,5.0,2022-03-09,19:15:00,19:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
33,5.0,2022-02-14,17:55:00,18:05:00,Stormy,Medium ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
29,4.5,2022-03-29,19:00:00,19:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
22,4.6,2022-03-12,23:50:00,23:55:00,Sunny,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
35,4.8,2022-03-26,11:55:00,12:00:00,Sandstorms,High ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
37,4.9,2022-03-15,19:25:00,19:30:00,Fog,Jam ,scooter ,Urban ,175,,,,,,,,,,,,,
33,4.8,2022-02-17,10:15:00,10:25:00,Sunny,Low ,scooter ,Urban ,55,,,,,,,,,,,,,
23,4.8,2022-02-18,20:15:00,20:25:00,Stormy,Jam ,scooter ,Urban ,90,,,,,,,,,,,,,
29,4.7,2022-03-16,17:55:00,18:00:00,Fog,Medium ,scooter ,Metropolitian ,170,,,,,,,,,,,,,
24,4.7,2022-02-14,22:35:00,22:40:00,Sandstorms,Low ,motorcycle ,Urban ,50,,,,,,,,,,,,,
24,5.0,2022-04-06,19:40:00,19:45:00,Fog,Jam ,motorcycle ,Metropolitian ,210,,,,,,,,,,,,,
26,4.3,2022-02-14,17:50:00,18:00:00,Cloudy,Medium ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
31,4.6,2022-03-03,15:40:00,15:55:00,Sunny,Medium ,motorcycle ,Urban ,105,,,,,,,,,,,,,
32,3.8,2022-02-18,21:55:00,22:00:00,Windy,Jam ,van,Metropolitian ,190,,,,,,,,,,,,,
29,5.0,2022-02-11,21:15:00,21:30:00,Cloudy,Jam ,van,Metropolitian ,130,,,,,,,,,,,,,
30,4.7,2022-03-30,11:10:00,11:20:00,Stormy,High ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
36,4.9,2022-03-31,17:30:00,17:40:00,Windy,Medium ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
34,4.7,2022-03-29,23:40:00,23:50:00,Sandstorms,Low ,scooter ,Metropolitian ,135,,,,,,,,,,,,,
27,4.6,2022-03-02,17:50:00,18:00:00,Windy,Medium ,van,Metropolitian ,23,,,,,,,,,,,,,
36,4.9,2022-03-13,14:10:00,14:25:00,Sunny,High ,motorcycle ,Metropolitian ,21,,,,,,,,,,,,,
39,5.0,2022-03-01,15:25:00,15:35:00,Sandstorms,Medium ,motorcycle ,Urban ,185,,,,,,,,,,,,,
36,4.6,2022-02-11,17:45:00,17:50:00,Sunny,Medium ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
35,4.6,2022-03-12,21:20:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,230,,,,,,,,,,,,,
34,4.4,2022-04-06,20:15:00,20:30:00,Cloudy,Jam ,scooter ,Metropolitian ,245,,,,,,,,,,,,,
28,4.6,2022-03-20,22:35:00,22:45:00,Fog,Low ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
29,4.8,2022-03-13,13:35:00,13:50:00,Stormy,High ,motorcycle ,Urban ,110,,,,,,,,,,,,,
36,4.8,2022-04-01,09:45:00,10:00:00,Sunny,Low ,scooter ,Metropolitian ,55,,,,,,,,,,,,,
29,4.7,2022-04-04,22:15:00,22:30:00,Sandstorms,Low ,scooter ,Metropolitian ,55,,,,,,,,,,,,,
30,4.9,2022-03-05,10:45:00,11:00:00,Sunny,Low ,motorcycle ,Urban ,90,,,,,,,,,,,,,
25,4.5,2022-02-11,14:40:00,14:45:00,Fog,High ,scooter ,Urban ,105,,,,,,,,,,,,,
21,5.0,2022-03-09,08:50:00,09:05:00,Stormy,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
21,4.8,2022-04-01,21:10:00,21:25:00,Windy,Jam ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
28,4.9,2022-02-13,21:40:00,21:45:00,Sandstorms,Jam ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
38,4.8,2022-03-24,19:30:00,19:35:00,Fog,Jam ,motorcycle ,Metropolitian ,26,,,,,,,,,,,,,
37,4.7,2022-03-19,08:35:00,08:40:00,Cloudy,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
21,4.1,2022-03-08,20:40:00,20:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,175,,,,,,,,,,,,,
36,5.0,2022-03-15,21:15:00,21:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
35,4.6,2022-03-11,09:15:00,09:30:00,Stormy,Low ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
37,4.8,2022-04-05,11:35:00,11:45:00,Sandstorms,High ,scooter ,Metropolitian ,170,,,,,,,,,,,,,
30,4.3,2022-03-25,22:20:00,22:30:00,Cloudy,Low ,scooter ,Metropolitian ,195,,,,,,,,,,,,,
38,4.7,2022-04-06,17:30:00,17:45:00,Stormy,Medium ,motorcycle ,Urban ,155,,,,,,,,,,,,,
38,4.8,2022-03-11,18:30:00,18:35:00,Sunny,Medium ,motorcycle ,Urban ,24,,,,,,,,,,,,,
28,4.9,2022-03-07,18:30:00,18:45:00,Windy,Medium ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
25,4.9,2022-02-18,00:00:00,00:15:00,Stormy,Low ,scooter ,Urban ,80,,,,,,,,,,,,,
32,4.9,2022-03-18,18:10:00,18:20:00,Sunny,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
37,4.9,2022-03-13,23:25:00,23:35:00,Sunny,Low ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
20,4.8,2022-04-04,20:45:00,21:00:00,Cloudy,Jam ,scooter ,Urban ,190,,,,,,,,,,,,,
33,4.3,2022-02-15,15:15:00,15:25:00,Cloudy,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
33,4.6,2022-03-25,20:40:00,20:50:00,Fog,Jam ,scooter ,Metropolitian ,210,,,,,,,,,,,,,
27,4.7,2022-03-02,20:45:00,20:55:00,Windy,Jam ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
27,4.7,2022-04-02,23:50:00,23:55:00,Windy,Low ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
35,4.6,2022-03-21,15:10:00,15:25:00,Fog,Medium ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
23,4.6,2022-03-31,19:40:00,19:45:00,Stormy,Jam ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
22,4.8,2022-03-08,17:20:00,17:30:00,Sunny,Medium ,motorcycle ,Urban ,50,,,,,,,,,,,,,
25,4.9,2022-03-24,12:20:00,12:30:00,Stormy,High ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
39,4.7,2022-03-25,17:20:00,17:35:00,Windy,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
34,3.8,2022-03-06,23:55:00,00:05:00,Fog,Low ,scooter ,Urban ,160,,,,,,,,,,,,,
25,4.6,2022-02-13,10:40:00,10:50:00,Fog,Low ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
35,4.8,2022-03-20,18:30:00,18:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,200,,,,,,,,,,,,,
39,4.7,2022-02-12,22:30:00,22:40:00,Stormy,Low ,van,Metropolitian ,125,,,,,,,,,,,,,
37,4.4,2022-03-06,17:40:00,17:55:00,Windy,Medium ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
28,4.8,2022-02-17,18:35:00,18:45:00,Fog,Medium ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
20,4.0,2022-03-17,08:30:00,08:35:00,Windy,Low ,motorcycle ,Urban ,125,,,,,,,,,,,,,
36,4.9,2022-03-02,22:25:00,22:40:00,Windy,Low ,motorcycle ,Urban ,110,,,,,,,,,,,,,
34,5.0,2022-03-26,18:15:00,18:30:00,Fog,Medium ,motorcycle ,Urban ,140,,,,,,,,,,,,,
32,4.7,2022-02-11,12:45:00,12:50:00,Cloudy,High ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
33,4.1,2022-03-20,17:20:00,17:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
25,4.5,2022-03-09,21:45:00,21:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
36,4.8,2022-03-06,21:40:00,21:50:00,Windy,Jam ,motorcycle ,Metropolitian ,215,,,,,,,,,,,,,
20,4.6,2022-04-06,21:30:00,21:40:00,Fog,Jam ,motorcycle ,Metropolitian ,210,,,,,,,,,,,,,
28,4.5,2022-03-19,17:35:00,17:50:00,Windy,Medium ,scooter ,Urban ,145,,,,,,,,,,,,,
24,4.7,2022-03-08,19:35:00,19:40:00,Fog,Jam ,scooter ,Metropolitian ,150,,,,,,,,,,,,,
30,4.0,2022-03-25,20:50:00,21:00:00,Windy,Jam ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
37,4.8,2022-03-26,09:55:00,10:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,16,,,,,,,,,,,,,
32,4.2,2022-03-31,21:50:00,22:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,230,,,,,,,,,,,,,
35,3.6,2022-03-16,19:30:00,19:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,195,,,,,,,,,,,,,
31,4.5,2022-02-12,18:00:00,18:15:00,Windy,Medium ,scooter ,Metropolitian ,150,,,,,,,,,,,,,
35,4.6,2022-03-15,20:00:00,20:10:00,Stormy,Jam ,motorcycle ,Urban ,165,,,,,,,,,,,,,
25,4.8,2022-03-18,17:35:00,17:50:00,Cloudy,Medium ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
21,4.6,2022-03-08,23:40:00,23:45:00,Windy,Low ,motorcycle ,Metropolitian ,65,,,,,,,,,,,,,
32,4.7,2022-03-04,17:45:00,18:00:00,Cloudy,Medium ,scooter ,Metropolitian ,180,,,,,,,,,,,,,
38,4.9,2022-03-27,19:55:00,20:00:00,Windy,Jam ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
22,4.7,2022-03-30,17:35:00,17:50:00,Cloudy,Medium ,motorcycle ,Urban ,90,,,,,,,,,,,,,
28,4.7,2022-03-23,23:45:00,23:50:00,Sunny,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
26,4.0,2022-03-26,22:35:00,22:40:00,Stormy,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
34,4.8,2022-03-08,22:20:00,22:25:00,Sandstorms,Low ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
32,5.0,2022-02-13,16:20:00,16:25:00,Stormy,Medium ,motorcycle ,Metropolitian ,150,,,,,,,,,,,,,
39,4.7,2022-03-28,16:35:00,16:45:00,Windy,Medium ,van,Metropolitian ,140,,,,,,,,,,,,,
30,4.7,2022-03-21,12:00:00,12:15:00,Sunny,High ,scooter ,Urban ,105,,,,,,,,,,,,,
32,4.8,2022-03-05,21:15:00,21:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
27,4.6,2022-03-07,18:15:00,18:30:00,Fog,Medium ,motorcycle ,Other,65,,,,,,,,,,,,,
36,4.0,2022-03-24,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
32,4.3,2022-03-26,19:55:00,20:05:00,Cloudy,Jam ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
39,5.0,2022-02-15,19:30:00,19:40:00,Cloudy,Jam ,motorcycle ,Urban ,145,,,,,,,,,,,,,
28,4.9,2022-04-05,22:35:00,22:50:00,Cloudy,Low ,scooter ,Urban ,85,,,,,,,,,,,,,
26,4.3,2022-02-14,21:30:00,21:45:00,Cloudy,Jam ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
32,4.6,2022-03-23,00:00:00,00:15:00,Stormy,Low ,scooter ,Metropolitian ,24,,,,,,,,,,,,,
26,4.7,2022-02-13,20:10:00,20:25:00,Sandstorms,Jam ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
29,4.8,2022-03-28,09:50:00,09:55:00,Cloudy,Low ,scooter ,Urban ,95,,,,,,,,,,,,,
26,4.6,2022-04-03,09:25:00,09:40:00,Windy,Low ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
34,5.0,2022-03-09,13:00:00,13:10:00,Sandstorms,High ,motorcycle ,Urban ,130,,,,,,,,,,,,,
26,4.6,2022-03-17,18:10:00,18:15:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
23,4.6,2022-04-05,15:15:00,15:20:00,Fog,Medium ,motorcycle ,Urban ,90,,,,,,,,,,,,,
34,4.8,2022-03-24,18:00:00,18:15:00,Fog,Medium ,motorcycle ,Metropolitian ,26,,,,,,,,,,,,,
32,4.9,2022-03-08,23:45:00,23:50:00,Sandstorms,Low ,van,Metropolitian ,75,,,,,,,,,,,,,
33,5.0,2022-03-11,09:20:00,09:35:00,Cloudy,Low ,van,Urban ,75,,,,,,,,,,,,,
35,4.5,2022-03-06,23:30:00,23:45:00,Cloudy,Low ,scooter ,Metropolitian ,175,,,,,,,,,,,,,
26,5.0,2022-03-07,09:40:00,09:50:00,Cloudy,Low ,scooter ,Urban ,50,,,,,,,,,,,,,
27,5.0,2022-03-04,22:50:00,23:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
24,4.8,2022-02-16,18:45:00,18:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
30,4.9,2022-02-16,17:15:00,17:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
21,4.8,2022-02-18,18:25:00,18:40:00,Sunny,Medium ,scooter ,Urban ,50,,,,,,,,,,,,,
32,4.6,2022-03-01,21:15:00,21:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
32,4.6,2022-03-10,19:50:00,20:00:00,Fog,Jam ,motorcycle ,Metropolitian ,200,,,,,,,,,,,,,
25,4.8,2022-03-03,21:00:00,21:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
34,4.8,2022-03-19,10:40:00,10:45:00,Sunny,Low ,scooter ,Urban ,75,,,,,,,,,,,,,
20,4.8,2022-03-23,18:20:00,18:35:00,Fog,Medium ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
38,4.3,2022-02-18,20:40:00,20:50:00,Sandstorms,Jam ,scooter ,Metropolitian ,165,,,,,,,,,,,,,
23,4.8,2022-03-20,23:15:00,23:30:00,Windy,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
23,5.0,2022-02-14,18:45:00,18:50:00,Cloudy,Medium ,scooter ,Urban ,185,,,,,,,,,,,,,
25,4.9,2022-03-03,21:40:00,21:45:00,Sandstorms,Jam ,scooter ,Urban ,125,,,,,,,,,,,,,
23,5.0,2022-04-01,19:50:00,19:55:00,Fog,Jam ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
36,4.7,2022-03-02,17:15:00,17:30:00,Sandstorms,Medium ,motorcycle ,Urban ,30,,,,,,,,,,,,,
36,4.7,2022-04-05,10:35:00,10:40:00,Sunny,Low ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
36,4.2,2022-03-24,16:55:00,17:00:00,Stormy,Medium ,motorcycle ,Urban ,170,,,,,,,,,,,,,
28,4.9,2022-03-07,08:45:00,09:00:00,Stormy,Low ,motorcycle ,Urban ,90,,,,,,,,,,,,,
31,5.0,2022-03-15,12:45:00,12:50:00,Stormy,High ,van,Metropolitian ,145,,,,,,,,,,,,,
27,4.7,2022-04-01,11:40:00,11:45:00,Fog,High ,scooter ,Metropolitian ,150,,,,,,,,,,,,,
28,4.6,2022-03-09,21:40:00,21:55:00,Fog,Jam ,scooter ,Metropolitian ,160,,,,,,,,,,,,,
37,5.0,2022-03-14,21:55:00,22:10:00,Windy,Jam ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
37,4.8,2022-03-11,10:10:00,10:25:00,Sunny,Low ,motorcycle ,Other,105,,,,,,,,,,,,,
35,4.8,2022-04-03,23:50:00,00:05:00,Sunny,Low ,van,Metropolitian ,60,,,,,,,,,,,,,
34,4.6,2022-02-13,10:30:00,10:40:00,Stormy,Low ,motorcycle ,Urban ,135,,,,,,,,,,,,,
23,4.7,2022-04-04,18:55:00,19:10:00,Stormy,Medium ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
27,4.6,2022-03-25,22:40:00,22:55:00,Sandstorms,Low ,scooter ,Urban ,85,,,,,,,,,,,,,
36,4.6,2022-03-30,09:40:00,09:45:00,Cloudy,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
23,4.6,2022-03-12,19:55:00,20:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
37,4.5,2022-03-12,23:55:00,00:10:00,Stormy,Low ,scooter ,Urban ,22,,,,,,,,,,,,,
29,4.8,2022-04-03,19:40:00,19:50:00,Sunny,Jam ,motorcycle ,Metropolitian ,55,,,,,,,,,,,,,
24,4.5,2022-03-23,23:30:00,23:35:00,Windy,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
21,5.0,2022-03-26,19:50:00,20:00:00,Fog,Jam ,motorcycle ,Metropolitian ,160,,,,,,,,,,,,,
26,4.8,2022-03-09,17:55:00,18:00:00,Stormy,Medium ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
30,3.9,2022-02-16,21:55:00,22:10:00,Stormy,Jam ,scooter ,Metropolitian ,170,,,,,,,,,,,,,
28,4.6,2022-03-07,18:35:00,18:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
37,4.9,2022-03-18,18:40:00,18:50:00,Cloudy,Medium ,scooter ,Other,155,,,,,,,,,,,,,
35,4.5,2022-02-14,22:15:00,22:20:00,Sunny,Low ,van,Urban ,80,,,,,,,,,,,,,
32,4.6,2022-03-27,22:55:00,23:10:00,Sunny,Low ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
29,5.0,2022-03-20,21:25:00,21:35:00,Windy,Jam ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
24,4.8,2022-03-11,14:35:00,14:50:00,Windy,High ,motorcycle ,Urban ,110,,,,,,,,,,,,,
29,4.7,2022-03-11,17:35:00,17:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,70,,,,,,,,,,,,,
37,4.8,2022-02-15,18:15:00,18:20:00,Cloudy,Medium ,motorcycle ,Urban ,75,,,,,,,,,,,,,
23,5.0,2022-03-24,17:35:00,17:50:00,Fog,Medium ,scooter ,Metropolitian ,85,,,,,,,,,,,,,
35,4.8,2022-02-12,22:30:00,22:45:00,Sandstorms,Low ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
37,4.7,2022-03-26,12:40:00,12:50:00,Stormy,High ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
22,4.8,2022-03-28,08:15:00,08:25:00,Stormy,Low ,motorcycle ,Metropolitian ,19,,,,,,,,,,,,,
26,4.6,2022-03-23,18:15:00,18:20:00,Cloudy,Medium ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
26,4.7,2022-04-05,13:35:00,13:50:00,Windy,High ,motorcycle ,Metropolitian ,55,,,,,,,,,,,,,
25,4.9,2022-03-09,11:00:00,11:05:00,Sunny,Low ,scooter ,Urban ,75,,,,,,,,,,,,,
22,4.7,2022-03-04,22:20:00,22:30:00,Windy,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
36,4.9,2022-02-15,15:25:00,15:40:00,Windy,Medium ,motorcycle ,Urban ,185,,,,,,,,,,,,,
27,4.8,2022-02-11,09:35:00,09:40:00,Cloudy,Low ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
29,4.6,2022-03-24,18:10:00,18:15:00,Cloudy,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
33,4.7,2022-03-31,20:50:00,20:55:00,Stormy,Jam ,van,Metropolitian ,140,,,,,,,,,,,,,
31,4.6,2022-03-03,21:50:00,21:55:00,Sunny,Jam ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
22,4.6,2022-03-10,23:25:00,23:35:00,Stormy,Low ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
26,4.0,2022-03-28,08:30:00,08:45:00,Windy,Low ,motorcycle ,Urban ,110,,,,,,,,,,,,,
31,4.8,2022-03-08,17:40:00,17:45:00,Cloudy,Medium ,motorcycle ,Urban ,180,,,,,,,,,,,,,
27,5.0,2022-03-27,21:10:00,21:20:00,Windy,Jam ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
24,4.5,2022-03-17,13:45:00,13:55:00,Sunny,High ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
20,4.7,2022-03-26,19:50:00,20:00:00,Sunny,Jam ,motorcycle ,Urban ,75,,,,,,,,,,,,,
33,4.9,2022-03-21,23:45:00,00:00:00,Cloudy,Low ,scooter ,Other,80,,,,,,,,,,,,,
28,4.5,2022-03-20,21:10:00,21:15:00,Stormy,Jam ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
31,4.3,2022-03-18,21:35:00,21:45:00,Stormy,Jam ,scooter ,Metropolitian ,215,,,,,,,,,,,,,
33,4.7,2022-03-29,20:50:00,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,270,,,,,,,,,,,,,
28,4.5,2022-03-04,21:50:00,22:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
31,4.5,2022-03-13,23:45:00,23:50:00,Cloudy,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
25,4.7,2022-03-13,08:20:00,08:35:00,Sunny,Low ,motorcycle ,Urban ,80,,,,,,,,,,,,,
32,4.6,2022-02-17,17:10:00,17:15:00,Fog,Medium ,scooter ,Urban ,80,,,,,,,,,,,,,
37,4.4,2022-03-08,17:55:00,18:10:00,Sandstorms,Medium ,van,Urban ,185,,,,,,,,,,,,,
33,4.6,2022-03-29,18:25:00,18:35:00,Stormy,Medium ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
33,4.6,2022-04-01,11:40:00,11:50:00,Stormy,High ,motorcycle ,Urban ,150,,,,,,,,,,,,,
33,4.1,2022-03-18,23:00:00,23:05:00,Fog,Low ,motorcycle ,Metropolitian ,39,,,,,,,,,,,,,
30,4.7,2022-03-25,00:00:00,00:10:00,Sunny,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
28,4.5,2022-02-15,22:20:00,22:30:00,Sandstorms,Low ,scooter ,Metropolitian ,60,,,,,,,,,,,,,
39,4.6,2022-03-31,23:00:00,23:10:00,Cloudy,Low ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
30,4.5,2022-02-18,17:50:00,17:55:00,Windy,Medium ,scooter ,Urban ,160,,,,,,,,,,,,,
29,4.9,2022-03-13,23:20:00,23:25:00,Cloudy,Low ,scooter ,Urban ,12,,,,,,,,,,,,,
36,4.6,2022-03-01,22:45:00,22:55:00,Windy,Low ,scooter ,Urban ,100,,,,,,,,,,,,,
30,4.7,2022-03-19,11:00:00,11:10:00,Sandstorms,Low ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
23,4.6,2022-03-29,22:45:00,23:00:00,Stormy,Low ,scooter ,Metropolitian ,65,,,,,,,,,,,,,
